age,rayon_top,energie,energie_solaire,hauteur,nutriments,favorite_groth,coeff_stockage
0,0,0,0,1,68.62745098039215,0.5,0.1
0,0,0,0,1,49.01960784313725,0.5,0.1
0,0,0,0,1,29.411764705882355,0.5,0.1
0,0,0,0,1,49.01960784313725,0.5,0.1
0,0,0,0,1,49.01960784313725,0.5,0.1
0,0,0,0,1,68.62745098039215,0.5,0.1
